Sample_ID,ruralurban,Oribacterium,Erysipelotrichaceae_incertae_sedis,Clostridium_sensu_stricto,Halomonas,Enterorhabdus,Oxalobacter,Ochrobactrum,Parvimonas,Sphingomonas,Succinivibrio,Cryptobacterium,Oscillibacter,Providencia,Dialister,Hallella,Parasutterella,Paracoccus,Plesiomonas,Eubacterium,Tepidimonas,Lactonifactor,Butyricicoccus,Subdoligranulum,Veillonella,Lactococcus,Paraprevotella,Akkermansia,Phascolarctobacterium,Sporobacter,Aggregatibacter,Gordonibacter,Leptotrichia,Geobacillus,Collinsella,Shewanella,Mobiluncus,Aliivibrio,Vagococcus,Roseburia,Methanobrevibacter,Sarcina,Prevotella,Faecalibacterium,Pseudoalteromonas,Aerococcus,Proteus,Altererythrobacter,Anaerofustis,Ruminococcus,Parascardovia,Flavonifractor,Enterococcus,Anaerostipes,Finegoldia,Kocuria,Oligella,Robinsoniella,Cellulosilyticum,Methylobacterium,Pseudoramibacter,Neisseria,Comamonas,Isobaculum,Dorea,Anaerococcus,Marvinbryantia,Blautia,Vampirovibrio,Alloprevotella,Desulfovibrio,Parabacteroides,Rubritalea,Gardnerella,Bacteroides,Psychrobacter,Alcanivorax,Olsenella,Serratia,Vibrio,Acinetobacter,Clavibacter,Mannheimia,Anaeroglobus,Coprobacillus,Martelella,Pseudomonas,Clostridium_XI,Pantoea,Alistipes,Pyramidobacter,Holdemania,Stenotrophomonas,Cryptomonadaceae,Pseudobutyrivibrio,Dolosigranulum,Morganella,Shimwellia,Granulicatella,Eggerthella,Salmonella,Clostridium_XIX,Helicobacter,Alloscardovia,Enterobacter,Paenibacillus,Johnsonella,Anaerosporobacter,Odoribacter,Cellulosimicrobium,Shuttleworthia,Clostridium_IV,Paralactobacillus,Lachnoanaerobaculum,Mitsuokella,Fusobacterium,Papillibacter,Cronobacter,Mycoplasma,Streptococcus,Paraeggerthella,Butyricimonas,Gallibacterium,Enterovibrio,Marivita,Eikenella,Corynebacterium,Novosphingobium,Cloacibacterium,Anaerotruncus,Bulleidia,Pseudoflavonifractor,Tannerella,Peptostreptococcus,Scardovia,Rhodospirillum,Methanosphaera,Allisonella,Peptoniphilus,Clostridium_XlVa,Clostridium_XlVb,Macrococcus,Streptophyta,Bergeriella,Synergistes,Actinobacillus,Atopobium,Kandleria,Brevibacterium,Solobacterium,Maricurvus,Peptococcus,Anaerosinus,Ureaplasma,Francisella,Citrobacter,Eggerthia,Moryella,Phocaeicola,Clostridium_XVIII,Acetanaerobacterium,Gemella,Catenibacterium,Sutterella,Laribacter,Centipeda,Aeromonas,Lactobacillus,Parasporobacterium,Actinomyces,Castellaniella,Coprococcus,Staphylococcus,Succinatimonas,Sneathia,Rothia,Mogibacterium,Tenacibaculum,Leuconostoc,Thermus,Cardiobacterium,Lachnospiracea_incertae_sedis,Cloacibacillus,Megamonas,Barnesiella,Escherichia_Shigella,Phycisphaera,Haemophilus,Trabulsiella,Ruminococcus2,Bifidobacterium,Turicibacter,Brevundimonas,Hymenobacter,Xylanibacter,Hydrogenoanaerobacterium,Howardella,Anaerofilum,Hespellia,Bilophila,Saccharibacteria_genera_incertae_sedis,Arcobacter,Lachnospira,Cetobacterium,Slackia,Acidaminococcus,Diplorickettsia,Clostridium_III,Weissella,Campylobacter,Abiotrophia,Porphyromonas,Gemmiger,Victivallis,Lachnobacterium,Rhizobium,Anoxybacillus,Megasphaera,Selenomonas
1A,rural,2.41820542965112,1.55378948589872,2.87450166816433,1.26472682439878,1.26472682439878,0,0,1.26472682439878,0,3.99637167096886,0,3.11002197270035,0,4.51784617484418,0,1.72581721231198,0,0,1.55378948589872,0,1.26472682439878,2.79744843876071,1.72581721231198,3.71329351765604,0,3.68924817346561,2.94851242921021,4.01428149082746,1.72581721231198,0,0,0,0,3.47864340471232,0,1.26472682439878,0,0,4.77295993072618,0,0,5.12525163811107,5.15796154756975,0,0,0,0,0,4.76937710559198,1.55378948589872,2.41820542965112,0,3.01172796025367,2.02274529496988,1.55378948589872,0,1.8487098352222,0,0,0,0,0,0,4.47142724281626,0,1.26472682439878,4.74547506329743,0,0,3.55654395178877,4.07807774232083,0,0,4.36887086274467,0,0,1.26472682439878,0,0,0,0,0,1.26472682439878,0,0,0,3.11584702163403,0,3.68770020213545,2.28410933891221,2.32170971358285,0,0,0,1.55378948589872,4.57951819093554,0,2.14665247108017,0,2.02274529496988,1.72581721231198,0,2.24294236963143,3.25772634019252,0,0,2.32170971358285,2.47236799186906,0,0,2.90375322919067,1.55378948589872,1.55378948589872,0,2.54272947372201,0,1.26472682439878,0,5.14668338048983,0,2.32170971358285,0,0,0,0,2.41820542965112,0,0,1.26472682439878,0,1.94438753678585,0,2.02274529496988,2.32170971358285,0,0,0,1.55378948589872,3.25353255486757,3.36121603799031,0,1.26472682439878,0,0,0,2.08910292151959,0,0,2.58400899215868,0,3.5216170735924,0,0,0,1.55378948589872,0,0,0,2.14665247108017,0,2.3563125216334,0,3.49101325167317,0,0,0,4.95091374627245,0,2.93992203650553,0,4.39943559207449,0,0,0,1.72581721231198,2.56385949866314,0,0,0,0,3.77072635426782,0,4.6794788323628,2.68850174321734,3.70740583600773,0,2.58400899215868,0,4.27909602142676,4.01061069737792,1.55378948589872,0,0,0,0,0,0,1.26472682439878,2.7597228156945,0,0,0,0,2.32170971358285,1.26472682439878,0,0,0,1.26472682439878,0,0,3.20920432560084,0,0,0,0,1.72581721231198,2.19746059481542
100A,urban,0,2.24154743056697,1.59696436558933,1.59696436558933,0,0,0,0,0,0,0,3.77343143515486,0,4.6074509743949,1.30678323285817,5.04951047798441,0,0,1.30678323285817,0,0,3.67050656492719,2.32824460370862,2.06669949767767,0,2.32824460370862,2.54133053036849,4.98299962535918,2.06669949767767,0,0,0,0,0,1.59696436558933,0,0,0,4.32779702980441,0,0,5.53182410600534,4.71569684339637,0,1.30678323285817,0,0,0,3.92334861183275,0,3.09133957643301,0,3.07756264407761,0,0,0,0,0,0,0,0,0,0,3.65781504512047,0,0,3.94286847405069,0,0,0,3.66329974444622,0,2.28705582818611,5.3772492724288,0,0,0,0,0,1.59696436558933,0,0,0,2.3658631667367,0,0,1.89246657922672,0,3.90499764636283,0,2.28705582818611,0,0,0,0,0,0,0,1.59696436558933,0,2.94805512037804,0,0,0,0,0,0,1.59696436558933,0,0,2.74798212459662,0,1.30678323285817,0,3.97504961916349,0,0,0,2.24154743056697,0,1.30678323285817,0,0,0,0,0,0,0,1.59696436558933,0,2.46239895005322,0,0,0,0,0,0,0,3.43725459527887,3.23930043402511,0,0,0,0,0,1.59696436558933,0,0,1.30678323285817,0,0,0,0,0,0,1.30678323285817,0,0,0,0,1.59696436558933,0,1.30678323285817,0,0,0,2.06669949767767,0,1.30678323285817,0,3.92034346150286,0,0,1.76937826527594,0,0,0,0,0,1.30678323285817,3.28067036283515,1.30678323285817,2.92877221340857,2.3658631667367,3.37135209435695,0,0,0,3.83632085044697,3.30621146314461,0,0,0,0,1.30678323285817,0,0,0,3.18271986822447,0,0,0,0,0,0,0,0,0,0,0,0,3.97149018697776,0,1.30678323285817,0,0,2.13311386903139,0
11A,rural,1.52677010113913,2.87596770528681,0,1.91689260150372,0,0,0,0,0,0,0,3.21721646146314,0,1.698535684082,1.23846448132029,2.39049372114149,0,0,0,0,1.52677010113913,3.29920958164723,1.52677010113913,3.74546406339392,1.698535684082,3.88200550855209,0,2.4446434254606,0,0,1.23846448132029,1.23846448132029,0,2.74489269053261,1.23846448132029,0,0,0,4.76225538451665,0,0,5.70413426141185,4.94058432608877,0,0,0,0,0,2.86643522834586,0,1.91689260150372,0,2.49278385729541,0,0,0,0,0,0,0,0,0,0,3.85713057724187,0,0,4.2456777486805,0,0,3.12144513155209,4.09348024957071,0,0,5.09521657835029,0,0,1.23846448132029,0,0,0,0,0,1.698535684082,0,0,0,2.11903602014327,0,2.96897319966373,0,2.06151550023513,0,0,0,0,0,0,0,1.23846448132029,1.698535684082,0,0,0,3.05186630428846,0,0,0,2.70485108326773,0,0,1.82129531782501,0,1.23846448132029,0,1.52677010113913,0,1.23846448132029,0,4.1546701077873,0,2.49278385729541,1.23846448132029,0,1.23846448132029,0,1.23846448132029,0,0,0,1.23846448132029,2.21528517435608,0,1.698535684082,0,0,0,2.93740941642636,0,3.5094312336158,3.21289772138189,0,0,0,0,0,1.52677010113913,0,0,1.82129531782501,0,0,0,1.698535684082,0,0,0,0,0,1.23846448132029,0,1.52677010113913,0,4.45044202407288,0,0,0,3.87070152760475,0,2.16982152297287,0,3.74546406339392,0,2.49278385729541,0,2.06151550023513,2.3286176093087,0,0,0,0,3.43290003630001,0,4.5134577457265,1.23846448132029,3.00545241440382,0,1.23846448132029,0,3.76537440288444,2.61163500688792,0,0,0,0,0,1.23846448132029,1.23846448132029,0,2.998397590616,0,0,0,0,0,3.01239446674784,0,0,1.698535684082,0,0,0,2.92914653689284,0,0,0,0,4.73573545602257,0
37A,rural,1.88766987984329,4.030497130586,2.86033129575647,1.88766987984329,1.59222866457138,0,0,0,0,4.25031953062398,0,3.09321215407958,0,2.23671615930912,0,2.18587828186044,0,0,0,0,0,2.71215544650773,1.98345345424996,4.01318764715182,3.71619438600074,1.30216498976386,0,2.36102492121517,1.59222866457138,0,0,2.64266603527925,0,3.05118644217663,0,0,0,1.30216498976386,4.79794236836912,3.33705300932941,0,5.67646234578232,5.1620771595246,0,0,0,0,0,4.0888695110888,0,1.59222866457138,3.02854313612283,2.51173597661464,0,0,0,0,0,0,0,0,1.76460207253445,1.30216498976386,3.92738255624922,0,0,4.26449918376748,0,4.6077264561522,2.91394649376901,3.16106167002527,0,0,3.97722336256425,0,0,1.30216498976386,0,0,1.59222866457138,0,0,0,0,0,0,2.39564151883154,0,3.43544366201185,0,1.98345345424996,0,0,0,0,0,1.88766987984329,0,0,2.23671615930912,0,0,0,3.78922133827548,0,0,0,2.282221769637,0,0,3.14948789806948,1.30216498976386,0,2.9432013381275,1.88766987984329,0,2.4575565102999,0,4.87994615294466,0,2.84876561307051,1.30216498976386,0,0,0,1.59222866457138,0,0,0,0,2.282221769637,0,1.30216498976386,0,0,0,2.58211649295635,0,3.21972943247382,3.05847924738065,1.30216498976386,1.30216498976386,0,0,1.30216498976386,1.59222866457138,0,0,1.30216498976386,0,2.67879909493999,1.30216498976386,0,0,0,0,0,0,0,0,2.06188211480013,3.88530985476977,3.39071462784551,0,0,0,4.00915556474628,0,2.32340826225516,0,4.32841044149019,0,0,0,2.06188211480013,1.59222866457138,0,3.55191173633292,0,1.30216498976386,3.25331853344575,0,0,2.42770144169463,4.16193313426073,0,2.89328772173554,0,3.8842310023983,2.75782866745551,1.30216498976386,0,0,0,0,2.39564151883154,1.59222866457138,0,2.18587828186044,0,0,0,0,1.98345345424996,2.39564151883154,0,0,3.42312701026762,1.59222866457138,0,0,3.69667608450837,0,0,0,0,2.62340582422886,0
081A,urban,0,1.81191563543598,2.48328983680065,1.51753135277302,0,0,0,0,0,1.81191563543598,0,3.96130875457348,0,4.58369098350593,0,4.42609938519688,0,0,0,0,0,3.45367947653142,1.81191563543598,3.23274462640595,0,0,0,0,1.22949526564769,0,1.68920345505774,0,0,0,1.81191563543598,0,0,0,5.00265827744427,0,0,5.4146026373066,5.12208336305378,0,0,0,0,0,4.32599807873042,0,2.90262045383713,0,2.9278955563896,0,0,0,1.51753135277302,0,0,0,0,0,0,3.23274462640595,0,0,3.80955535733816,0,1.90748421473449,0,4.4728676461971,0,0,5.49095455636966,1.22949526564769,0,0,0,0,0,1.51753135277302,0,0,1.22949526564769,0,0,2.98171111454888,0,3.75463306873296,2.50549486406466,2.3810079233455,0,0,0,0,0,0,0,1.90748421473449,0,0,0,0,1.51753135277302,0,0,1.90748421473449,3.42857785070342,0,0,2.43515303438375,0,0,0,1.22949526564769,0,0,0,2.87578299469003,0,0,0,0,0,0,1.22949526564769,0,0,2.24696566922774,0,2.35117369822783,0,0,0,0,0,0,0,4.02334927146811,3.42075545654411,0,1.98576886422403,0,0,0,1.22949526564769,0,0,0,0,0,0,0,0,0,0,0,0,1.51753135277302,0,1.81191563543598,1.22949526564769,0,0,0,0,1.22949526564769,0,0,0,4.11589321641327,0,0,0,1.51753135277302,0,0,1.22949526564769,0,0,3.85347503807273,0,0,0,3.74601003029904,0,1.68920345505774,0,3.50209642639737,2.3810079233455,2.24696566922774,0,0,0,1.51753135277302,0,0,0,0,0,0,0,0,0,0,0,0,1.22949526564769,1.51753135277302,0,1.81191563543598,3.42598600949498,0,0,0,0,0,0
094A,urban,1.53730725261581,3.25715173566532,2.07227847924458,1.53730725261581,0,0,0,0,0,0,0,1.24870094129107,0,0,0,4.84539684163515,0,0,1.24870094129107,0,1.70917703071285,1.92761879982404,0,2.07227847924458,0,0,0,4.27000616838419,0,0,0,0,0,0,0,0,0,0,1.70917703071285,0,0,2.93156656896472,2.00594410816329,0,0,0,0,0,1.53730725261581,0,3.51587617844667,1.24870094129107,3.09307006318704,0,0,0,1.24870094129107,0,0,0,0,0,0,1.24870094129107,0,0,3.89840370073285,0,1.83198953865119,0,4.43301871940096,0,0,5.84624096956041,0,0,0,0,0,0,0,0,0,2.67157184955673,0,0,2.56708873958685,0,1.24870094129107,0,0,0,0,0,0,0,0,0,1.53730725261581,0,0,0,0,2.30482684996764,0,0,0,1.24870094129107,0,0,1.83198953865119,0,0,0,2.00594410816329,0,1.70917703071285,0,2.56708873958685,0,0,0,0,0,0,0,0,0,1.70917703071285,0,3.15828788201513,1.24870094129107,0,0,0,0,0,0,3.44895145594582,3.15828788201513,0,0,0,0,0,0,0,0,1.24870094129107,0,0,0,0,0,1.24870094129107,0,1.24870094129107,0,2.74278756112393,0,0,0,0,0,0,0,1.83198953865119,0,1.53730725261581,0,1.24870094129107,0,0,0,0,1.24870094129107,0,0,0,0,2.37146602055169,0,5.17229464742078,0,2.76829679300629,0,1.83198953865119,0,0,3.9268304608234,1.92761879982404,0,0,0,0,2.30482684996764,0,0,0,0,0,0,0,0,0,0,0,1.24870094129107,0,0,0,0,0,0,0,0,1.24870094129107,0
093A,urban,1.26764548522716,2.7067907859816,0,2.20052692169907,0,0,0,0,0,0,0,2.58708682101388,0,1.85175211206193,0,5.02929972131987,0,0,1.72884523936375,0,2.35938482696099,1.85175211206193,0,0,0,1.55678941012882,2.24601063695563,4.99250614153799,0,0,1.55678941012882,0,0,0,1.55678941012882,0,0,0,2.8239742906709,0,0,2.24601063695563,2.60634311163871,0,0,0,0,0,3.14147961473492,0,3.38673195793798,0,2.4754434717029,0,0,0,0,0,0,0,0,0,0,3.11893050909971,0,0,3.68767281477259,0,0,0,5.05484952949646,0,0,5.53699107467044,0,0,0,0,0,1.26764548522716,0,0,0,0,0,0,1.72884523936375,0,4.14229534045276,0,0,0,0,0,0,0,0,0,2.20052692169907,0,2.8239742906709,0,0,0,0,0,0,0,0,0,2.35938482696099,0,0,0,4.58320035872752,0,1.26764548522716,0,2.54580650350744,0,2.62478171997938,0,0,0,0,0,0,0,2.24601063695563,0,0,0,0,0,0,0,0,0,4.52458520690836,3.83909799327418,0,1.26764548522716,0,0,0,1.26764548522716,0,0,1.26764548522716,0,0,0,0,0,0,1.26764548522716,0,0,3.18334294306208,0,0,0,0,0,0,0,0,0,1.72884523936375,0,1.72884523936375,0,0,0,0,0,0,0,0,0,2.8239742906709,0,5.3283673174268,1.26764548522716,4.07608422617585,0,0,0,3.14693859106277,2.28717919569724,0,0,0,0,0,0,0,0,0,1.26764548522716,0,0,0,0,0,0,0,1.26764548522716,0,0,0,0,0,0,0,0,1.85175211206193,0
3A,rural,0.963699659705142,4.59758310676933,2.9228341536811,1.24045601299247,0,0,0,0,0,0.963699659705142,0,3.46653151094882,0,1.40814490882066,1.70060676688686,2.4467491427215,0,0,0.963699659705142,0,0.963699659705142,3.01104853618471,2.17192055417008,3.03139042670635,0.963699659705142,3.60578769316081,1.24045601299247,4.18928470730509,2.0317142697581,0,1.24045601299247,0,0,3.33055835989922,0,0,0,0,4.96351893282796,0,0,5.68182832167143,4.76705546198704,0,0,0,0,0,3.96760815323085,0.963699659705142,2.1472688914228,0,3.71725533275044,0,0,0,1.24045601299247,0,0,0,0,0,0,4.17785292438955,0,0,4.59279034122452,0,4.7114754994465,0,3.73726869500617,0,0,4.33187065643373,0,0,0,0,0.963699659705142,0,0,0.963699659705142,0,0,0,0,2.94762891753315,0,3.98490518961484,0,2.06361049271178,0,0,0,0,0,0,0,1.24045601299247,0,0,0,0,2.1211332824858,0,0,0.963699659705142,3.12888167646218,0,0,2.50613574698812,0,0,0,0,0,1.40814490882066,0,3.23824837955682,0,3.09875246480453,0,0,0,0,1.24045601299247,0,0,1.24045601299247,0,2.27773993378017,0,0,0,0,0,0,0,2.99333740992016,2.63898917718465,0,0.963699659705142,0,0,0,1.24045601299247,0,0,1.24045601299247,0,3.32721918323237,0,0,0,0.963699659705142,0,0,0,0.963699659705142,0.963699659705142,1.24045601299247,0,3.04121488428434,0,0,0,2.06361049271178,0,2.1472688914228,0,4.20310809046179,0,0,0,0,0,0,0,0,0,3.31359965658805,0,4.85418768477771,4.34235534820724,2.74057968395727,0,1.24045601299247,0,3.81578420211447,2.8636997530395,2.25853890708937,0,0,0,0,0.963699659705142,0,0.963699659705142,2.39259843277874,0,0,0,0,0,0,0,0.963699659705142,0,0,0,0,4.12673355506807,0,0,0,0,0.963699659705142,0
6A,rural,1.34703330243521,2.44256199496439,2.90162456612597,1.51656453430724,0,0,0,1.06510901469748,0,0,0,3.43779647765316,0,0,0,4.63359059821848,0,0,1.34703330243521,0,1.34703330243521,1.93419138425249,1.73309297060235,3.08328176832726,0,0,0,4.40606555596754,1.06510901469748,0,0,0,0,0,1.06510901469748,0,0,0,5.0812089987188,0,0,2.35018100842206,4.94593765723157,0,0,0,0,0,5.11754784364437,0,2.67039957776362,0,2.92416281325161,0,0,0,0,0,0,0,0,0,0,3.73110688827827,0,0,3.83966207451425,0,0,0,3.79620299368447,0,0,5.6890884255305,0,0,0,0,0,0,0,1.63818572070291,1.06510901469748,2.14309673040532,0,0,3.43271881664787,1.06510901469748,3.84693803148923,0,1.73309297060235,0,0,0,0,0,0,0,2.3290886542224,2.1085948654389,0,0,0,1.34703330243521,0,0,1.51656453430724,0,0,0,2.42559135327163,0,1.06510901469748,0,0,0,1.06510901469748,0,2.458894349742,0,3.13354767272251,0,0,0,0,0,0,0,1.73309297060235,1.06510901469748,0,0,1.06510901469748,1.34703330243521,0,0,0,0,3.95497412452223,3.0945535860487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34703330243521,0,0,0,0,0,0,0,1.34703330243521,0,1.73309297060235,0,3.44612950714871,0,0,0,0,1.06510901469748,0,0,0,0,3.49597890944864,0,3.78726495611573,0,4.34389242162786,0,0,0,4.12087151804576,2.03008951783811,2.37029624402729,0,0,0,0,0,0,0,3.77967345192676,0,0,0,1.34703330243521,0,0,0,0,0,0,0,0,2.98550891254266,0,0,0,0,1.06510901469748,0
098A,urban,0,1.40192551853977,1.9908799261307,1.75995315745615,0,0,0,0,0,0,0,3.72817997473329,0,3.15305884290193,0,4.52613818527271,0,0,0,0,0,3.42460007184251,1.9908799261307,2.14084119443391,0,2.0869020100788,4.16734169984222,4.53132927777014,2.99404111711463,0,0.957934047374833,0,0,0,1.81700057968138,0,0,0,4.43217197157913,0,0,2.93305360615709,5.44357346856095,0,0,0,0,0,3.68257723788727,0,2.51064294470244,0,2.55191378433027,0,0,0,0,0,0,0,0,0,0,2.81100236651451,0,0,3.49284113918898,0,1.23435663450945,0,3.98429012699049,0,0,5.66182701278346,0,0,0,0,0,0,0,0,0,0,0,0,2.46503433004764,0,4.42787150569355,0,1.95349437000715,0,0,0,0,0,0,0,0,0.957934047374833,0,0,0,2.21095099850768,0,0,0,3.42460007184251,0,0,3.69478895118697,0,0,0,0,0,0,0,2.0869020100788,0,2.83729182745326,0,0,0,0,0.957934047374833,0,0,1.23435663450945,0,2.44029829655114,0,0,0.957934047374833,0,0,0,0,3.50397397064533,3.45270105024124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.957934047374833,0,0,0,0.957934047374833,1.23435663450945,0.957934047374833,0,0,0,0,0,0,0,0,0,4.65598091453596,0,0,0,0,0,0,1.23435663450945,0,0,3.3207480909963,0,1.23435663450945,4.04747338136911,3.63731517398783,0,1.69426254721169,0.957934047374833,2.72759864454954,3.05684106458674,0,0,0,0,0,0,0,0,3.46848984817209,0,0,1.40192551853977,0,0,0.957934047374833,0,0,0.957934047374833,0.957934047374833,0,0,4.12158749173412,2.34059147819845,0,0,0,0,0
085A,urban,0,2.04423979289839,3.48477064169976,1.32117836151022,0,0,0,1.04039912124632,0,0,0,3.32544813907484,1.70649858938968,4.34606131387315,1.6117175036864,3.73934879846452,0,1.32117836151022,2.64334802570864,0,0,2.00323916407493,1.78425473055114,2.67193018530161,1.04039912124632,0,4.48916052072494,1.78425473055114,0,0,0,0,0,0,0,0,0,0,4.61884511072196,0,1.04039912124632,5.83250725794479,5.0219988500153,0,0,1.04039912124632,0,1.04039912124632,2.8446265337588,0,2.95842653287796,0,2.34330418035819,0,0,0,0,0,0,0,1.04039912124632,0,0,2.0817013695981,0,0,3.8693695336304,0,2.17789114962627,0,3.36270737361478,0,0,4.8575103290001,0,0,1.04039912124632,0,0,0,0,0,1.32117836151022,1.32117836151022,0,0,2.43188028387868,0,1.49030395090308,2.38092853828678,0,0,0,0,0,0,0,0,1.32117836151022,1.04039912124632,0,0,0,2.89708482165365,0,0,0,1.04039912124632,0,0,1.32117836151022,0,0,0,0,0,0,0,1.78425473055114,0,0,0,0,0,0,0,0,0,2.0817013695981,0,0,0,0,0,0,0,1.04039912124632,0,4.10000080801616,2.56828381409495,0,0,0,0,0,1.04039912124632,0,0,1.32117836151022,0,0,0,0,0,0,0,0,0,2.00323916407493,0,0,0,0,0,0,0,1.6117175036864,0,1.32117836151022,0,1.32117836151022,0,0,0,0,0,0,0,0,0,2.71574677847781,0,2.53166454299474,0,3.01635873539246,0,1.04039912124632,0,3.18671030348551,2.96785781107883,0,0,0,0,0,0,0,0,3.27788964713883,0,0,0,0,0,3.05237052714831,0,0,1.85018071740637,0,0,0,0,0,0,0,0,3.31087314853732,0
119A,urban,0,1.78831783971486,0,1.20696838292603,0,0,0,1.20696838292603,0,0,0,3.39149284617814,0,1.49430166766797,0,1.49430166766797,0,0,1.66572965266403,0,1.49430166766797,1.88381139210238,3.24383466346282,1.96204575797689,1.66572965266403,0,0,4.31172992452015,1.78831783971486,0,2.45939307999382,0,0,0,1.20696838292603,0,0,0,4.00847525513767,0,0,1.88381139210238,4.41618633882343,0,0,0,0,1.96204575797689,4.34999649353443,0,2.87867353733991,0,3.11396152856445,0,0,0,0,0,0,0,0,0,0,3.64312066907676,0,0,4.13436730135543,0,0,0,4.15505041776788,0,0,5.4240752785298,0,0,0,1.20696838292603,0,0,0,0,0,2.35713267601517,0,1.78831783971486,2.7240176203245,0,4.69949006974381,1.66572965266403,0,0,0,0,0,0,0,0,2.75966843795419,1.20696838292603,0,1.20696838292603,0,2.38504211311585,0,0,0,0,0,0,2.50271513431946,0,0,0,2.02831493843871,0,1.78831783971486,0,2.2952782580619,0,3.52365124004426,0,0,0,0,0,0,0,3.4272645620221,0,2.02831493843871,0,0,0,0,0,1.88381139210238,0,3.67337562548691,2.59520664657927,0,0,0,0,0,0,0,0,1.20696838292603,0,0,0,0,0,1.20696838292603,1.20696838292603,0,0,2.13655428123125,0,0,0,3.09329322494508,0,0,0,0,0,1.20696838292603,0,2.52285647958962,0,0,0,0,0,0,1.49430166766797,0,1.20696838292603,3.47812642066978,0,0,0,5.49189984634888,0,0,0,4.03286736772446,3.9226905491138,0,0,0,0,0,0,0,0,3.67615009271571,0,0,0,0,0,0,0,0,1.66572965266403,0,0,0,5.3281651971934,0,0,0,0,0,0
082A,urban,0,2.35370550371366,3.1302509216449,1.43847797181842,0,0,1.15299016107206,1.15299016107206,0,0,0,3.93228391079624,0,4.42194079163502,0,4.55813939285702,0,0,0,0,1.43847797181842,2.37842221647223,0,3.78415809535454,0,4.55206093980861,2.92802172744672,1.731523193751,1.43847797181842,0,1.6092623932239,0,0,0,1.15299016107206,0,0,0,5.02793731375239,0,0,3.05620905951104,5.37759129666629,0,0,0,0,0,4.73990780237087,0,2.62750401062488,0,3.01937150832208,0,0,0,0,0,0,0,0,0,0,3.78131693237384,0,0,3.94810033482255,0,1.731523193751,0,3.66796482978563,0,0,5.61776136200984,0,0,0,0,0,0,0,0,1.15299016107206,0,0,0,2.70197592192725,0,4.34484444193114,0,2.9347472241711,0,0,0,0,0,0,1.15299016107206,1.90491990159632,0,0,0,0,1.6092623932239,0,0,0,3.3719333493614,0,0,2.40180766863358,0,1.15299016107206,0,0,0,0,0,2.75556046722591,0,2.9968278317864,0,0,0,0,0,0,0,1.6092623932239,1.15299016107206,1.82681848303946,0,0,1.15299016107206,0,0,0,0,3.73945610120139,3.15505662939148,0,1.43847797181842,0,0,0,0,0,0,1.15299016107206,0,2.12460090806653,0,0,0,0,1.15299016107206,0,0,1.731523193751,0,0,1.6092623932239,0,0,0,0,1.15299016107206,0,1.15299016107206,0,3.07108775278132,0,0,0,1.43847797181842,0,0,0,0,0,3.49804380458527,0,1.6092623932239,3.58234034443132,2.7752706364594,0,0,0,3.42034695969453,2.07920546025986,2.61374875564629,0,0,0,0,0,0,1.15299016107206,1.15299016107206,1.43847797181842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A,rural,1.01638443856428,2.33614513947994,3.48709911627766,1.46468946995987,0,1.93176416944438,0,0,0,0,0,4.0301164894288,0,4.38066790605304,1.82406922976214,3.84346095838436,0,0,0,0,0,3.08670905477362,1.82406922976214,3.17135975065277,1.01638443856428,0,1.01638443856428,3.44091457378698,2.17941263157692,0,0,0,0,3.35281388763719,1.01638443856428,0,0,0,4.57740298516057,2.68088650471061,1.01638443856428,5.38562756626931,5.177806600287,0,0,0,0,1.01638443856428,4.49512874524321,0,2.59675961556824,0,3.03350993507497,0,0,0,0,1.01638443856428,0,0,0,0,0,3.74918842880946,0,0,3.65824701042809,0,1.93176416944438,2.15157541498137,4.22309976673566,0,0,5.52293302789106,0,0,0,0,0,0,0,0,0,1.82406922976214,0,0,2.79917483399734,0,4.43527284075332,0,2.72909585598159,0,0,1.01638443856428,0,0,0,0,1.01638443856428,0,0,0,0,1.97701317944095,0,0,0,4.00143085774325,0,0,4.16444919705063,0,0,0,1.46468946995987,0,0,0,2.56465946768697,0,3.80689831910942,0,0,0,0,0,0,0,2.20557252337279,0,2.54186054659474,0,1.01638443856428,0,0,0,0,0,3.50783888410963,3.29277751923122,0,0,0,0,0,0,0,0,1.01638443856428,0,0,0,0,0,0,0,0,0,1.68053821778983,1.01638443856428,0,1.01638443856428,4.32267854143707,0,0,0,0,0,1.46468946995987,0,4.11357939046375,0,0,0,1.01638443856428,1.29598349102831,0,1.46468946995987,0,0,3.42741707233649,2.15157541498137,3.78872181143779,0,2.96410790726811,0,1.82406922976214,0,3.79268132970345,3.30100668042762,1.75820642127601,0,0,0,1.29598349102831,0,1.29598349102831,0,3.45686140772742,0,0,0,0,0,1.01638443856428,0,0,0,0,0,0,2.79265441549164,2.05543058663602,0,0,0,0,0
